,Account ID,Full Account ID,Full User ID,Owner AMA / AUM,Connect 2021 from Opty,Connect 2021,Connect 2020 from Opty,Connect 2020,Connect 2019,Account Currency,JUNO Account ID,Kaseya Market Segment,Auto Renewal Op Out,# of Closed Won Opportunities,Account Record Type,Type,Last Activity,Last Modified Date,"Owner Type (1 IS AMA, 0 IS NOT) ",Row Labels,Min of Effective_Start_Date__c,Max of Effective_End_Date__c,Max of Effective_Start_Date__c,Current State,1 -> Renewable 0 -> Evergreen,Duration
95,0013a00001ZzEvo,0013a00001ZzEvoAAF,0054w00000AQzJ8AAL,AMA,0,0,0,0,0,USD,7283.0,End User,0,10,End User,Customer,1/19/2022,2/9/2022,1,0013a00001ZzEvoAAF,7/1/2019,4/30/2020,11/1/2020,Renewable,1,304
96,0013a00001ZzFCB,0013a00001ZzFCBAA3,0053a00000PcdwcAAB,AMA,0,0,0,0,0,AUD,6946.0,MSP,0,15,End User,Customer,1/18/2022,2/10/2022,1,0013a00001ZzFCBAA3,4/17/2019,9/17/2024,9/18/2021,Renewable,1,1980
97,0013a00001ZzFhF,0013a00001ZzFhFAAV,0054w00000AWKD6AAP,AMA,0,0,0,0,1,USD,7162.0,MSP,1,7,End User,Partner,2/10/2022,2/10/2022,1,0013a00001ZzFhFAAV,6/3/2019,6/2/2022,6/3/2021,Renewable,1,1095
98,0013a00001ZzFm2,0013a00001ZzFm2AAF,0054w00000AR3YRAA1,AMA,0,0,0,0,0,USD,7155.0,MSP,0,10,End User,Customer,2/10/2022,2/10/2022,1,0013a00001ZzFm2AAF,5/30/2019,8/29/2022,11/19/2021,Renewable,1,1187
99,0013a00001ZzFmW,0013a00001ZzFmWAAV,005j000000C2EikAAF,AMA,0,0,0,0,0,EUR,817139000000000.0,MSP,0,10,End User,Customer,1/18/2022,2/9/2022,1,0013a00001ZzFmWAAV,10/18/2018,,10/18/2018,Evergreen,0,1211
100,0013a00001ZzGFg,0013a00001ZzGFgAAN,0054w00000AR1sUAAT,AMA,0,0,0,0,0,USD,7163.0,MSP,0,13,End User,Customer,1/19/2022,2/10/2022,1,0013a00001ZzGFgAAN,6/18/2019,12/31/2022,8/12/2021,Renewable,1,1292
101,0013a00001ZzHIO,0013a00001ZzHIOAA3,0054w00000AR1sUAAT,AMA,0,0,0,0,0,USD,7349.0,MSP,0,9,End User,Customer,2/8/2022,2/10/2022,1,0013a00001ZzHIOAA3,7/12/2019,7/11/2025,7/12/2023,Renewable,1,2191
102,0013a00001ZzI8J,0013a00001ZzI8JAAV,0053a00000NKz4xAAD,AMA,0,0,0,0,0,USD,9950.0,General Business,0,13,End User,Customer,2/9/2022,2/10/2022,1,0013a00001ZzI8JAAV,11/23/2020,11/22/2023,2/10/2022,Renewable,1,1094
103,0013a00001ZzIDx,0013a00001ZzIDxAAN,0054w00000AWOblAAH,AMA,0,0,1,1,0,USD,9800.0,MSP,0,8,Reseller,Customer,1/21/2022,2/10/2022,1,0013a00001ZzIDxAAN,11/30/2020,11/29/2023,1/30/2021,Renewable,1,1094
104,0013a00001ZzJZl,0013a00001ZzJZlAAN,0053a00000Pe80WAAR,AMA,0,0,1,1,0,USD,740.0,MSP,0,9,Partner Account Record Type,Customer,2/9/2022,2/10/2022,1,0013a00001ZzJZlAAN,10/23/2015,,10/23/2015,Evergreen,0,2302
105,0013a00001ZzK0v,0013a00001ZzK0vAAF,005f100000HI8ajAAD,AMA,0,0,0,0,0,USD,7109.0,MSP,0,8,End User,Customer,12/14/2021,2/10/2022,1,0013a00001ZzK0vAAF,5/24/2019,9/20/2022,12/6/2021,Renewable,1,1215
106,0013a00001ZzKeA,0013a00001ZzKeAAAV,0054w00000AR2B7AAL,AMA,0,0,1,1,0,USD,5795.0,MSP,0,9,End User,Customer,2/17/2022,2/10/2022,1,0013a00001ZzKeAAAV,10/17/2018,4/20/2023,4/21/2020,Renewable,1,1646
107,0013a00001ZzMlo,0013a00001ZzMloAAF,0054w00000AWOdwAAH,AUM,0,0,0,0,0,USD,1629.0,MSP,0,3,End User,Customer,2/9/2022,2/10/2022,0,0013a00001ZzMloAAF,6/1/2016,12/31/2023,5/1/2020,Renewable,1,2769
108,0013a00001ZzN5X,0013a00001ZzN5XAAV,0054w00000AR0keAAD,AUM,0,0,0,0,0,USD,7995.0,MSP,0,4,End User,Customer,2/7/2022,2/10/2022,0,0013a00001ZzN5XAAV,11/29/2019,11/28/2023,1/21/2021,Renewable,1,1460
109,0013a00001ZzN5a,0013a00001ZzN5aAAF,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,853716000000000.0,MSP,0,1,End User,Customer,12/10/2021,2/9/2022,0,0013a00001ZzN5aAAF,11/13/2018,,11/13/2018,Evergreen,0,1185
110,0013a00001ZzN5b,0013a00001ZzN5bAAF,0054w00000AWX1NAAX,AUM,0,0,0,0,0,USD,1777.0,MSP,0,0,End User,Customer,2/7/2022,2/10/2022,0,0013a00001ZzN5bAAF,7/2/2016,,7/2/2016,Evergreen,0,2049
111,0013a00001ZzN5d,0013a00001ZzN5dAAF,0054w00000AWX1NAAX,AUM,0,0,0,0,0,USD,4719.0,MSP,0,1,End User,Customer,1/26/2022,2/10/2022,0,0013a00001ZzN5dAAF,2/15/2018,,2/15/2018,Evergreen,0,1456
112,0013a00001ZzN5v,0013a00001ZzN5vAAF,0054w00000AQzJcAAL,AUM,0,0,0,0,0,USD,4384.0,MSP,0,2,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzN5vAAF,12/5/2017,,12/5/2017,Evergreen,0,1528
113,0013a00001ZzN5x,0013a00001ZzN5xAAF,0054w00000AWVg4AAH,AUM,0,0,0,0,0,USD,9333.0,MSP,0,1,End User,Customer,2/2/2022,2/10/2022,0,0013a00001ZzN5xAAF,8/28/2020,8/27/2023,8/28/2020,Renewable,1,1094
114,0013a00001ZzN61,0013a00001ZzN61AAF,0054w00000AR0kUAAT,AUM,0,0,0,0,0,GBP,354.0,MSP,0,1,End User,Customer,1/18/2022,2/9/2022,0,0013a00001ZzN61AAF,6/16/2015,,6/16/2015,Evergreen,0,2431
115,0013a00001ZzN6H,0013a00001ZzN6HAAV,0054w00000AWWzqAAH,AUM,0,0,0,0,0,USD,4598.0,MSP,0,1,End User,Customer,2/9/2022,2/10/2022,0,0013a00001ZzN6HAAV,1/24/2018,,1/24/2018,Evergreen,0,1478
116,0013a00001ZzN6L,0013a00001ZzN6LAAV,0054w00000AR30tAAD,AUM,0,0,0,0,0,USD,538.0,MSP,0,1,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzN6LAAV,8/19/2015,,8/19/2015,Evergreen,0,2367
117,0013a00001ZzN6P,0013a00001ZzN6PAAV,0054w00000AWJm0AAH,AMA,0,0,2,1,0,USD,2606.0,MSP,0,2,End User,Partner,12/31/2021,2/10/2022,1,0013a00001ZzN6PAAV,11/18/2016,,11/18/2016,Evergreen,0,1910
118,0013a00001ZzN6W,0013a00001ZzN6WAAV,0054w00000AWJe6AAH,AUM,0,0,0,0,0,USD,2867.0,MSP,0,5,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzN6WAAV,1/27/2017,6/11/2023,6/12/2020,Renewable,1,2326
119,0013a00001ZzN6t,0013a00001ZzN6tAAF,0054w00000AWTxcAAH,AUM,0,0,0,0,0,USD,3520.0,MSP,0,1,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzN6tAAF,6/4/2017,,6/4/2017,Evergreen,0,1712
120,0013a00001ZzN6u,0013a00001ZzN6uAAF,0054w00000AWYcPAAX,AUM,0,0,0,0,0,USD,5215.0,MSP,0,4,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzN6uAAF,6/20/2018,,1/7/2021,Evergreen,0,1331
121,0013a00001ZzN7J,0013a00001ZzN7JAAV,0053a00000Pei51AAB,AUM,0,0,0,0,0,USD,5828.0,MSP,0,12,End User,Partner,2/10/2022,2/10/2022,0,0013a00001ZzN7JAAV,10/22/2018,10/22/2023,3/9/2021,Renewable,1,1826
122,0013a00001ZzN7b,0013a00001ZzN7bAAF,0053a00000K4qNXAAZ,AUM,0,0,0,0,0,USD,1675.0,MSP,0,1,End User,Customer,11/17/2021,2/10/2022,0,0013a00001ZzN7bAAF,6/18/2016,,6/18/2016,Evergreen,0,2063
123,0013a00001ZzN7c,0013a00001ZzN7cAAF,0054w00000AWKwaAAH,AUM,0,0,0,0,0,AUD,5694.0,MSP,0,3,End User,Customer,1/23/2022,2/10/2022,0,0013a00001ZzN7cAAF,10/3/2018,10/1/2024,10/2/2021,Renewable,1,2190
124,0013a00001ZzN7f,0013a00001ZzN7fAAF,0053a00000PeLNEAA3,AUM,0,0,0,0,0,USD,5233.0,General Business,0,1,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzN7fAAF,6/22/2018,,6/22/2018,Evergreen,0,1329
125,0013a00001ZzN7i,0013a00001ZzN7iAAF,0054w00000AWJe6AAH,AUM,0,0,0,0,0,USD,4484.0,MSP,0,2,End User,Customer,1/20/2022,2/10/2022,0,0013a00001ZzN7iAAF,12/28/2017,,2/26/2021,Evergreen,0,1505
126,0013a00001ZzN7t,0013a00001ZzN7tAAF,0054w00000AWYcPAAX,AUM,0,0,0,0,0,USD,5294.0,MSP,0,1,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzN7tAAF,7/10/2018,,7/10/2018,Evergreen,0,1311
127,0013a00001ZzN7u,0013a00001ZzN7uAAF,0054w00000AWQgsAAH,AUM,0,0,0,0,0,USD,6953.0,MSP,0,3,Partner Account Record Type,Customer,1/27/2022,2/10/2022,0,0013a00001ZzN7uAAF,4/22/2019,,4/22/2019,Evergreen,0,1025
128,0013a00001ZzN8A,0013a00001ZzN8AAAV,0053a00000POk5iAAD,AUM,0,0,0,0,0,USD,4804.0,MSP,0,4,End User,Customer,3/10/2022,2/10/2022,0,0013a00001ZzN8AAAV,3/6/2018,7/5/2024,7/6/2021,Evergreen,0,2313
129,0013a00001ZzN8M,0013a00001ZzN8MAAV,0054w00000AR0keAAD,AUM,0,0,0,0,0,GBP,427.0,MSP,0,4,End User,Customer,2/7/2022,2/10/2022,0,0013a00001ZzN8MAAV,6/26/2015,,6/26/2015,Evergreen,0,2421
130,0013a00001ZzN8d,0013a00001ZzN8dAAF,0054w00000AR0kPAAT,AUM,0,0,0,0,0,GBP,355.0,MSP,0,3,End User,Customer,2/8/2022,2/10/2022,0,0013a00001ZzN8dAAF,6/16/2015,8/13/2024,8/14/2021,Renewable,1,3346
131,0013a00001ZzN8f,0013a00001ZzN8fAAF,0054w00000AWOcAAAX,AUM,0,0,0,0,0,USD,6952.0,MSP,0,2,End User,Customer,2/10/2022,2/10/2022,0,0013a00001ZzN8fAAF,4/22/2019,4/22/2022,4/22/2019,Renewable,1,1096
132,0013a00001ZzN8m,0013a00001ZzN8mAAF,0054w00000AR2pRAAT,AUM,0,0,0,0,0,USD,2549.0,MSP,0,2,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzN8mAAF,11/11/2016,,11/11/2016,Evergreen,0,1917
133,0013a00001ZzN8r,0013a00001ZzN8rAAF,0053a00000OcrnkAAB,AUM,0,0,0,0,0,USD,1319.0,MSP,0,6,End User,Customer,2/8/2022,2/10/2022,0,0013a00001ZzN8rAAF,3/24/2016,,12/29/2020,Evergreen,0,2149
134,0013a00001ZzN9E,0013a00001ZzN9EAAV,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,5029.0,MSP,0,3,End User,Customer,8/25/2021,8/19/2021,0,0013a00001ZzN9EAAV,4/30/2018,9/26/2019,4/30/2018,Evergreen,0,514
135,0013a00001ZzN9G,0013a00001ZzN9GAAV,0053a00000Q8txVAAR,AUM,0,0,0,0,0,USD,168.0,MSP,0,1,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzN9GAAV,4/3/2015,,4/3/2015,Evergreen,0,2505
136,0013a00001ZzN9H,0013a00001ZzN9HAAV,0054w00000AQzJcAAL,AUM,0,0,0,0,0,CAD,5234.0,MSP,0,1,End User,Customer,1/27/2022,2/10/2022,0,0013a00001ZzN9HAAV,6/25/2018,,6/25/2018,Evergreen,0,1326
137,0013a00001ZzN9Y,0013a00001ZzN9YAAV,0054w00000AWNrTAAX,AUM,0,0,0,0,0,AUD,1975.0,MSP,0,2,End User,Customer,10/21/2021,2/10/2022,0,0013a00001ZzN9YAAV,8/30/2016,6/27/2019,8/30/2016,Renewable,1,1031
138,0013a00001ZzN9Z,0013a00001ZzN9ZAAV,0054w00000AR0keAAD,AUM,0,0,0,0,0,USD,1060510000000000.0,MSP,0,13,End User,Customer,2/17/2022,2/9/2022,0,0013a00001ZzN9ZAAV,4/8/2019,4/7/2024,4/8/2021,Renewable,1,1826
139,0013a00001ZzN9d,0013a00001ZzN9dAAF,0054w00000AR1dtAAD,AUM,0,0,0,0,0,GBP,2912.0,MSP,0,0,End User,Customer,1/18/2022,2/9/2022,0,0013a00001ZzN9dAAF,1/31/2017,,1/31/2017,Evergreen,0,1836
140,0013a00001ZzN9m,0013a00001ZzN9mAAF,0054w00000AWbXXAA1,AUM,0,0,0,0,0,EUR,2232.0,MSP,0,9,End User,Customer,2/3/2022,2/9/2022,0,0013a00001ZzN9mAAF,11/9/2016,,11/9/2016,Evergreen,0,1919
141,0013a00001ZzN9v,0013a00001ZzN9vAAF,005j000000DvufNAAR,AMA,0,0,0,0,0,USD,5333.0,MSP,0,5,Reseller,Partner,2/10/2022,2/10/2022,1,0013a00001ZzN9vAAF,7/17/2018,,7/17/2018,Evergreen,0,1304
142,0013a00001ZzN9z,0013a00001ZzN9zAAF,0054w00000AR21lAAD,AUM,0,0,0,0,0,CAD,4766.0,MSP,0,7,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzN9zAAF,2/26/2018,,2/18/2021,Evergreen,0,1445
143,0013a00001ZzNA4,0013a00001ZzNA4AAN,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,4249.0,MSP,0,2,End User,Customer,7/30/2021,8/19/2021,0,0013a00001ZzNA4AAN,10/30/2017,4/22/2020,10/30/2017,Evergreen,0,905
144,0013a00001ZzNA7,0013a00001ZzNA7AAN,0054w00000AWSEvAAP,AUM,0,0,0,0,0,USD,792.0,MSP,0,4,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzNA7AAN,11/6/2015,1/18/2025,1/19/2022,Renewable,1,3361
145,0013a00001ZzNAB,0013a00001ZzNABAA3,0053a00000PdknFAAR,AUM,0,0,0,0,0,GBP,965689000000000.0,MSP,0,2,End User,Customer,1/31/2022,2/10/2022,0,0013a00001ZzNABAA3,1/31/2019,,1/12/2021,Evergreen,0,1106
146,0013a00001ZzNAE,0013a00001ZzNAEAA3,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,6079.0,MSP,0,1,End User,Prospect,9/22/2021,12/14/2021,0,0013a00001ZzNAEAA3,11/23/2018,2/25/2020,11/23/2018,Evergreen,0,459
147,0013a00001ZzNAJ,0013a00001ZzNAJAA3,0054w00000AWNrTAAX,AUM,0,0,0,0,0,AUD,5991.0,MSP,0,1,End User,Customer,1/27/2022,2/10/2022,0,0013a00001ZzNAJAA3,11/16/2018,,11/16/2018,Evergreen,0,1182
148,0013a00001ZzNAM,0013a00001ZzNAMAA3,0054w00000AWKwaAAH,AUM,0,0,0,0,0,AUD,3173.0,MSP,0,2,End User,Customer,12/31/2021,2/10/2022,0,0013a00001ZzNAMAA3,3/27/2017,,1/31/2021,Evergreen,0,1781
149,0013a00001ZzNAj,0013a00001ZzNAjAAN,0054w00000AWX2LAAX,AUM,0,0,0,0,0,USD,5465.0,MSP,0,3,End User,Customer,2/1/2022,2/10/2022,0,0013a00001ZzNAjAAN,8/16/2018,,8/16/2018,Evergreen,0,1274
150,0013a00001ZzNAp,0013a00001ZzNApAAN,0054w00000AR0kZAAT,AUM,0,0,0,0,0,GBP,775984000000000.0,MSP,0,2,End User,Customer,2/7/2022,2/9/2022,0,0013a00001ZzNApAAN,9/19/2018,7/18/2024,7/19/2021,Renewable,1,2129
151,0013a00001ZzNAz,0013a00001ZzNAzAAN,0053a00000Q8TwqAAF,AUM,0,0,0,0,0,USD,1055.0,MSP,0,2,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzNAzAAN,1/27/2016,9/26/2022,9/27/2019,Renewable,1,2434
152,0013a00001ZzNBA,0013a00001ZzNBAAA3,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,714972000000000.0,MSP,0,1,End User,Customer,12/10/2021,8/20/2021,0,0013a00001ZzNBAAA3,8/7/2018,,8/7/2018,Evergreen,0,1283
153,0013a00001ZzNBG,0013a00001ZzNBGAA3,0053a00000Nv4LvAAJ,AUM,0,0,0,0,0,USD,5309.0,MSP,0,1,End User,Customer,1/25/2022,1/31/2022,0,0013a00001ZzNBGAA3,7/12/2018,3/11/2021,3/12/2021,Evergreen,0,973
154,0013a00001ZzNBQ,0013a00001ZzNBQAA3,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,509747000000000.0,MSP,0,3,End User,Customer,12/10/2021,2/9/2022,0,0013a00001ZzNBQAA3,3/15/2018,,2/2/2021,Evergreen,0,1428
155,0013a00001ZzNBW,0013a00001ZzNBWAA3,0053a00000NvAIiAAN,AUM,0,0,0,0,0,CAD,2371.0,MSP,0,1,End User,Customer,10/26/2021,2/10/2022,0,0013a00001ZzNBWAA3,10/24/2016,4/22/2021,4/23/2021,Evergreen,0,1641
156,0013a00001ZzNBb,0013a00001ZzNBbAAN,0053a00000K4glZAAR,AUM,0,0,0,0,0,USD,5380.0,MSP,0,1,Reseller,Customer,1/19/2022,2/10/2022,0,0013a00001ZzNBbAAN,7/26/2018,,7/26/2018,Evergreen,0,1295
157,0013a00001ZzNBd,0013a00001ZzNBdAAN,0054w00000AR0kZAAT,AUM,0,0,0,0,0,GBP,615822000000000.0,MSP,0,2,End User,Customer,2/10/2022,2/9/2022,0,0013a00001ZzNBdAAN,5/29/2018,6/27/2022,6/28/2021,Renewable,1,1490
158,0013a00001ZzNBe,0013a00001ZzNBeAAN,0053a00000Nv4LvAAJ,AUM,0,0,0,0,0,USD,5605.0,MSP,0,1,End User,Customer,1/21/2022,1/31/2022,0,0013a00001ZzNBeAAN,9/25/2018,1/24/2021,1/25/2021,Evergreen,0,852
159,0013a00001ZzNBm,0013a00001ZzNBmAAN,0054w00000AWJe6AAH,AUM,0,0,0,0,0,USD,4033.0,MSP,0,2,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzNBmAAN,9/12/2017,,1/24/2021,Evergreen,0,1612
160,0013a00001ZzNBo,0013a00001ZzNBoAAN,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,808287000000000.0,MSP,0,2,End User,Customer,12/10/2021,2/9/2022,0,0013a00001ZzNBoAAN,10/12/2018,,10/12/2018,Evergreen,0,1217
161,0013a00001ZzNC0,0013a00001ZzNC0AAN,0054w00000AWKY4AAP,AUM,0,0,0,0,0,USD,1725.0,MSP,0,3,End User,Customer,1/28/2022,2/10/2022,0,0013a00001ZzNC0AAN,6/28/2016,,1/4/2021,Evergreen,0,2053
162,0013a00001ZzNC4,0013a00001ZzNC4AAN,0054w00000AWTxXAAX,AUM,0,0,0,0,0,USD,2103.0,MSP,0,0,End User,Customer,2/2/2022,2/10/2022,0,0013a00001ZzNC4AAN,9/16/2016,,9/16/2016,Evergreen,0,1973
163,0013a00001ZzNCF,0013a00001ZzNCFAA3,0054w00000AWKwaAAH,AUM,0,0,0,0,0,NZD,3519.0,MSP,0,7,End User,Customer,2/1/2022,2/10/2022,0,0013a00001ZzNCFAA3,6/9/2017,5/16/2022,3/14/2021,Renewable,1,1802
164,0013a00001ZzNCG,0013a00001ZzNCGAA3,0053a00000K45ZlAAJ,,0,0,0,0,0,USD,1331150000000000.0,MSP,0,1,End User,Customer,12/10/2021,8/20/2021,0,0013a00001ZzNCGAA3,10/16/2019,4/29/2020,10/16/2019,Evergreen,0,196
165,0013a00001ZzNCI,0013a00001ZzNCIAA3,0054w00000AWSE2AAP,AUM,0,0,0,0,0,USD,6440.0,MSP,0,28,End User,Customer,1/25/2022,2/10/2022,0,0013a00001ZzNCIAA3,1/22/2019,5/21/2023,3/18/2021,Renewable,1,1580
166,0013a00001ZzNCL,0013a00001ZzNCLAA3,0054w00000AWX1NAAX,AUM,0,0,0,0,0,CAD,787.0,MSP,0,1,End User,Customer,2/10/2022,2/10/2022,0,0013a00001ZzNCLAA3,11/11/2015,,11/11/2015,Evergreen,0,2283
167,0013a00001ZzNCO,0013a00001ZzNCOAA3,0054w00000AWX1NAAX,AUM,0,0,0,0,0,USD,5304.0,MSP,0,5,End User,Customer,2/4/2022,2/10/2022,0,0013a00001ZzNCOAA3,7/11/2018,6/9/2023,6/10/2020,Renewable,1,1794
168,0013a00001ZzNCW,0013a00001ZzNCWAA3,0054w00000AWX2GAAX,AUM,0,0,0,0,0,USD,2126.0,MSP,0,10,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzNCWAA3,11/10/2016,9/2/2024,9/3/2021,Renewable,1,2853
169,0013a00001ZzNCj,0013a00001ZzNCjAAN,0054w00000AR2AsAAL,AUM,0,0,0,0,0,USD,4038.0,MSP,0,21,Reseller,Customer,2/10/2022,2/10/2022,0,0013a00001ZzNCjAAN,9/13/2017,12/11/2022,12/12/2019,Renewable,1,1915
170,0013a00001ZzNCl,0013a00001ZzNClAAN,0054w00000AQyUzAAL,AUM,0,0,0,0,0,USD,3927.0,MSP,0,3,End User,Customer,1/18/2022,2/9/2022,0,0013a00001ZzNClAAN,8/23/2017,9/22/2023,12/7/2020,Renewable,1,2221
171,0013a00001ZzNCm,0013a00001ZzNCmAAN,0054w00000AWYcPAAX,AUM,0,0,0,0,0,USD,4043.0,MSP,0,3,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzNCmAAN,9/13/2017,,1/5/2021,Evergreen,0,1611
172,0013a00001ZzND0,0013a00001ZzND0AAN,0054w00000AR3YCAA1,AUM,0,0,0,0,0,USD,5321.0,MSP,0,1,End User,Customer,1/19/2022,10/31/2021,0,0013a00001ZzND0AAN,7/13/2018,,7/13/2018,Evergreen,0,1308
173,0013a00001ZzND5,0013a00001ZzND5AAN,0054w00000AWbXXAA1,AUM,0,0,0,0,0,USD,3131.0,MSP,0,2,End User,Customer,2/4/2022,2/9/2022,0,0013a00001ZzND5AAN,3/16/2017,3/31/2024,4/1/2021,Evergreen,0,2572
174,0013a00001ZzNDR,0013a00001ZzNDRAA3,0054w00000AWX26AAH,AUM,0,0,0,0,0,CAD,1533.0,MSP,0,0,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzNDRAA3,5/12/2016,,5/12/2016,Evergreen,0,2100
175,0013a00001ZzNDZ,0013a00001ZzNDZAA3,0054w00000AWUTxAAP,AUM,0,0,0,0,0,USD,4093.0,MSP,0,0,End User,Customer,1/19/2022,1/25/2022,0,0013a00001ZzNDZAA3,9/27/2017,,9/27/2017,Evergreen,0,1597
176,0013a00001ZzNDe,0013a00001ZzNDeAAN,0054w00000AR2pRAAT,AUM,0,0,0,0,0,USD,7492.0,MSP,0,16,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzNDeAAN,9/27/2019,9/26/2022,3/8/2021,Renewable,1,1095
177,0013a00001ZzNDo,0013a00001ZzNDoAAN,0054w00000AQzJcAAL,AUM,0,0,0,0,0,USD,843.0,MSP,0,2,End User,Customer,1/20/2022,2/10/2022,0,0013a00001ZzNDoAAN,11/19/2015,,1/4/2021,Evergreen,0,2275
178,0013a00001ZzNDx,0013a00001ZzNDxAAN,0054w00000AR0kPAAT,AUM,0,0,0,0,0,GBP,2470.0,MSP,0,0,End User,Customer,1/18/2022,2/9/2022,0,0013a00001ZzNDxAAN,11/10/2016,,11/10/2016,Evergreen,0,1918
179,0013a00001ZzNDz,0013a00001ZzNDzAAN,0054w00000AWVg4AAH,AUM,0,0,0,0,0,USD,2985.0,MSP,0,0,End User,Customer,1/31/2022,2/10/2022,0,0013a00001ZzNDzAAN,2/10/2017,,2/10/2017,Evergreen,0,1826
180,0013a00001ZzNE3,0013a00001ZzNE3AAN,0054w00000AWViUAAX,AUM,0,0,0,0,0,CAD,349.0,MSP,0,1,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzNE3AAN,6/30/2015,,6/30/2015,Evergreen,0,2417
181,0013a00001ZzNE6,0013a00001ZzNE6AAN,005j000000C0Vd6AAF,AUM,0,0,0,0,0,AUD,1694.0,MSP,0,2,End User,Customer,7/20/2021,8/19/2021,0,0013a00001ZzNE6AAN,6/15/2016,3/28/2021,3/29/2021,Evergreen,0,1747
182,0013a00001ZzNE8,0013a00001ZzNE8AAN,0054w00000AR2pRAAT,AUM,0,0,0,0,0,USD,1107.0,MSP,0,16,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzNE8AAN,2/3/2016,2/2/2024,11/29/2021,Renewable,1,2921
183,0013a00001ZzNEE,0013a00001ZzNEEAA3,0054w00000AWX26AAH,AUM,0,0,0,0,0,USD,497.0,MSP,0,18,End User,Customer,2/2/2022,2/10/2022,0,0013a00001ZzNEEAA3,7/17/2015,11/26/2023,1/7/2022,Renewable,1,3054
184,0013a00001ZzNEG,0013a00001ZzNEGAA3,0053a00000Pe80WAAR,AMA,0,0,0,0,0,USD,564.0,MSP,0,0,End User,Customer,1/19/2022,10/30/2021,1,0013a00001ZzNEGAA3,8/20/2015,11/11/2020,11/12/2020,Evergreen,0,1910
185,0013a00001ZzNEL,0013a00001ZzNELAA3,0054w00000AR0kPAAT,AUM,0,0,0,0,0,EUR,675882000000000.0,MSP,0,5,End User,Customer,2/9/2022,2/9/2022,0,0013a00001ZzNELAA3,7/10/2018,9/9/2024,9/10/2021,Renewable,1,2253
186,0013a00001ZzNER,0013a00001ZzNERAA3,0053a00000POk5iAAD,AUM,0,0,0,0,0,USD,5343.0,MSP,0,3,End User,Customer,2/8/2022,2/10/2022,0,0013a00001ZzNERAA3,7/19/2018,,7/19/2018,Evergreen,0,1302
187,0013a00001ZzNEW,0013a00001ZzNEWAA3,0054w00000AR21lAAD,AUM,0,0,0,0,0,USD,664.0,MSP,0,0,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzNEWAA3,9/25/2015,,9/25/2015,Evergreen,0,2330
188,0013a00001ZzNEY,0013a00001ZzNEYAA3,0054w00000AR0kZAAT,AUM,0,0,0,0,0,USD,1038.0,MSP,0,1,End User,Customer,2/8/2022,2/9/2022,0,0013a00001ZzNEYAA3,1/21/2016,6/20/2022,6/21/2021,Renewable,1,2342
189,0013a00001ZzNEj,0013a00001ZzNEjAAN,0054w00000AQzJcAAL,AUM,0,0,0,0,0,USD,1783.0,MSP,0,0,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzNEjAAN,7/18/2016,,7/18/2016,Evergreen,0,2033
190,0013a00001ZzNF7,0013a00001ZzNF7AAN,0054w00000AQyUzAAL,AUM,0,0,0,0,0,GBP,877808000000000.0,MSP,0,4,End User,Customer,1/18/2022,12/6/2021,0,0013a00001ZzNF7AAN,11/30/2018,11/30/2020,12/1/2020,Renewable,1,731
191,0013a00001ZzNFE,0013a00001ZzNFEAA3,0054w00000AWKXpAAP,AUM,0,0,0,0,0,USD,1757.0,MSP,0,3,End User,Customer,2/8/2022,2/10/2022,0,0013a00001ZzNFEAA3,6/29/2016,3/28/2025,3/29/2022,Renewable,1,3194
192,0013a00001ZzNFI,0013a00001ZzNFIAA3,0054w00000AWOcAAAX,AUM,0,0,0,0,0,USD,8172.0,MSP,1,3,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzNFIAA3,1/2/2020,1/1/2024,1/2/2021,Renewable,1,1460
